congress,state,name,cs1,nominee,vote,presprty,sameprty,strngprs,nomid,regime_dummy,lackqual,pres,cspres1,cspres2,csnom,eucldist,interaction
76,IOWA,HERRING,-0.19499999,MURPHY,yes,dem,same,weak,1,0,0.35000002,Roosevelt,,,-0.47013679,0.075700261,0.026495093
77,IOWA,HERRING,-0.19499999,STONE,yes,dem,same,strong,0.3,0,0,Roosevelt,,,0.17445554,0.13649739,0
77,IOWA,HERRING,-0.19499999,BYRNES,yes,dem,same,strong,0.33,0,0.19999999,Roosevelt,,,0.14683016,0.11684785,0.023369569
77,IOWA,HERRING,-0.19499999,JACKSON,yes,dem,same,strong,1,0,0.085000038,Roosevelt,,,-0.47013679,0.075700261,0.006434525
79,IOWA,HICKENLOOPE,0.382,BURTON,yes,dem,0,strong,0.280000001,0,0.069999993,Truman,,,0.19287246,0.035769224,0.002503845
79,IOWA,HICKENLOOPE,0.382,VINSON,yes,dem,0,strong,0.75,0,0.21500003,Truman,,,-0.23992525,0.38679102,0.08316008
81,IOWA,HICKENLOOPE,0.382,MINTON,no,dem,0,strong,0.720000029,0,0.64499998,Truman,,,-0.21229988,0.35319236,0.22780907
83,IOWA,HICKENLOOPE,0.382,WARREN,yes,rep,same,strong,0.75,0,0.14499998,Eisenhower,0.176,-0.605,-0.23992525,0.38679102,0.056084689
84,IOWA,HICKENLOOPE,0.382,HARLAN,yes,rep,same,weak,0.875,0,0.25,Eisenhower,0.176,-0.605,-0.35503101,0.54321474,0.13580368
85,IOWA,HICKENLOOPE,0.382,BRENNAN,yes,rep,same,weak,1,0,0,Eisenhower,0.176,-0.605,-0.47013679,0.7261371,0
85,IOWA,HICKENLOOPE,0.382,WHITTAKER,yes,rep,same,weak,0.5,0,0,Eisenhower,0.176,-0.605,-0.0097137,0.15343963,0
87,IOWA,HICKENLOOPE,0.382,WHITE,yes,dem,0,strong,0.5,0,0.5,Kennedy,-0.485,0.003,-0.0097137,0.15343963,0.076719813
87,IOWA,HICKENLOOPE,0.382,GOLDBERG,yes,dem,0,strong,0.75,0,0.084999979,Kennedy,-0.485,0.003,-0.23992525,0.38679102,0.032877229
89,IOWA,HICKENLOOPE,0.382,FORTAS1,yes,dem,0,strong,1,0,0,Johnson,-0.326,0.018,-0.47013679,0.7261371,0
90,IOWA,HICKENLOOPE,0.382,FORTAS2,no,dem,0,weak,0.845000029,0,0.36500001,Johnson,-0.326,0.018,-0.32740566,0.50325638,0.18368858
87,WYOMING,HICKEY,-0.17399999,WHITE,yes,dem,same,strong,0.5,0,0.5,Kennedy,-0.485,0.003,-0.0097137,0.026989987,0.013494994
87,WYOMING,HICKEY,-0.17399999,GOLDBERG,yes,dem,same,strong,0.75,0,0.084999979,Kennedy,-0.485,0.003,-0.23992525,0.004346139,0.000369422
75,ALABAMA,HILL,-0.26899999,REED,yes,dem,same,strong,0.725000024,0,0.125,Roosevelt,,,-0.21690412,0.00271398,0.000339248
76,ALABAMA,HILL,-0.26899999,FRANKFURTER,yes,dem,same,strong,0.665000021,0,0.034999967,Roosevelt,,,-0.16165334,0.011523305,0.000403315
76,ALABAMA,HILL,-0.26899999,DOUGLAS,yes,dem,same,strong,0.730000019,0,0.18000001,Roosevelt,,,-0.22150834,0.002255457,0.000405982
76,ALABAMA,HILL,-0.26899999,MURPHY,yes,dem,same,weak,1,0,0.35000002,Roosevelt,,,-0.47013679,0.040456012,0.014159605
77,ALABAMA,HILL,-0.26899999,STONE,yes,dem,same,strong,0.3,0,0,Roosevelt,,,0.17445554,0.19665281,0
77,ALABAMA,HILL,-0.26899999,BYRNES,yes,dem,same,strong,0.33,0,0.19999999,Roosevelt,,,0.14683016,0.17291471,0.034582939
77,ALABAMA,HILL,-0.26899999,JACKSON,yes,dem,same,strong,1,0,0.085000038,Roosevelt,,,-0.47013679,0.040456012,0.003438763
78,ALABAMA,HILL,-0.26899999,RUTLEDGE,yes,dem,same,strong,1,0,0,Roosevelt,,,-0.47013679,0.040456012,0
84,ALABAMA,HILL,-0.26899999,HARLAN,no,rep,0,weak,0.875,0,0.25,Eisenhower,0.176,-0.605,-0.35503101,0.007401337,0.001850334
85,ALABAMA,HILL,-0.26899999,BRENNAN,yes,rep,0,weak,1,0,0,Eisenhower,0.176,-0.605,-0.47013679,0.040456012,0
85,ALABAMA,HILL,-0.26899999,WHITTAKER,yes,rep,0,weak,0.5,0,0,Eisenhower,0.176,-0.605,-0.0097137,0.067229383,0
86,ALABAMA,HILL,-0.26899999,STEWART,no,rep,0,weak,0.75,0,0,Eisenhower,0.176,-0.605,-0.23992525,0.000845341,0
87,ALABAMA,HILL,-0.26899999,WHITE,yes,dem,same,strong,0.5,0,0.5,Kennedy,-0.485,0.003,-0.0097137,0.067229383,0.033614691
87,ALABAMA,HILL,-0.26899999,GOLDBERG,yes,dem,same,strong,0.75,0,0.084999979,Kennedy,-0.485,0.003,-0.23992525,0.000845341,7.19E-05
89,ALABAMA,HILL,-0.26899999,FORTAS1,yes,dem,same,strong,1,0,0,Johnson,-0.326,0.018,-0.47013679,0.040456012,0
90,ALABAMA,HILL,-0.26899999,MARSHAL,no,dem,same,strong,1,0,0.16500002,Johnson,-0.326,0.018,-0.47013679,0.040456012,0.006675243
90,ALABAMA,HILL,-0.26899999,FORTAS2,no,dem,same,weak,0.845000029,0,0.36500001,Johnson,-0.326,0.018,-0.32740566,0.003411222,0.001245096
79,ALABAMA,HILL L.,-0.26899999,BURTON,yes,dem,same,strong,0.280000001,0,0.069999993,Truman,,,0.19287246,0.21332617,0.014932831
79,ALABAMA,HILL L.,-0.26899999,VINSON,yes,dem,same,strong,0.75,0,0.21500003,Truman,,,-0.23992525,0.000845341,0.000181748
81,ALABAMA,HILL L.,-0.26899999,CLARK,yes,dem,same,strong,0.5,0,0.875,Truman,,,-0.0097137,0.067229383,0.058825709
81,ALABAMA,HILL L.,-0.26899999,MINTON,yes,dem,same,strong,0.720000029,0,0.64499998,Truman,,,-0.21229988,0.003214903,0.002073612
83,ALABAMA,HILL L.,-0.26899999,WARREN,yes,rep,0,strong,0.75,0,0.14499998,Eisenhower,0.176,-0.605,-0.23992525,0.000845341,0.000122574
115,HAWAII,HIRONO,,GORSUCH,no,rep,0,strong,0.11,1,0.07,Trump,,,,,
115,HAWAII,HIRONO,,KAVANAUGH,no,rep,0,strong,,1,,Trump,,,,,
75,SOUTH D,HITCHCOCK,-0.234,BLACK,yes,dem,same,strong,0.875,0,0.84000003,Roosevelt,,,-0.35503101,0.014648506,0.012304746
75,SOUTH D,HITCHCOCK,-0.234,REED,yes,dem,same,strong,0.725000024,0,0.125,Roosevelt,,,-0.21690412,0.000292269,3.65E-05
115,NORTH D,HOEVEN,,GORSUCH,yes,rep,same,strong,0.11,1,0.07,Trump,,,,,
115,NORTH D,HOEVEN,,KAVANAUGH,yes,rep,same,strong,,1,,Trump,,,,,
79,NORTH C,HOEY,0.024,BURTON,yes,dem,same,strong,0.280000001,0,0.069999993,Truman,,,0.19287246,0.028517909,0.001996253
79,NORTH C,HOEY,0.024,VINSON,yes,dem,same,strong,0.75,0,0.21500003,Truman,,,-0.23992525,0.069656536,0.014976158
83,NORTH C,HOEY,0.024,WARREN,yes,rep,0,strong,0.75,0,0.14499998,Eisenhower,0.176,-0.605,-0.23992525,0.069656536,0.010100196
81,FLORIDA,HOLLAND,0.059,CLARK,yes,dem,same,strong,0.5,0,0.875,Truman,,,-0.0097137,0.004721573,0.004131376
81,FLORIDA,HOLLAND,0.059,MINTON,yes,dem,same,strong,0.720000029,0,0.64499998,Truman,,,-0.21229988,0.07360363,0.04747434
83,FLORIDA,HOLLAND,0.059,WARREN,yes,rep,0,strong,0.75,0,0.14499998,Eisenhower,0.176,-0.605,-0.23992525,0.089356303,0.012956662
84,FLORIDA,HOLLAND,0.059,HARLAN,yes,rep,0,weak,0.875,0,0.25,Eisenhower,0.176,-0.605,-0.35503101,0.17142168,0.042855419
85,FLORIDA,HOLLAND,0.059,BRENNAN,yes,rep,0,weak,1,0,0,Eisenhower,0.176,-0.605,-0.47013679,0.27998576,0
85,FLORIDA,HOLLAND,0.059,WHITTAKER,yes,rep,0,weak,0.5,0,0,Eisenhower,0.176,-0.605,-0.0097137,0.004721573,0
86,FLORIDA,HOLLAND,0.059,STEWART,no,rep,0,weak,0.75,0,0,Eisenhower,0.176,-0.605,-0.23992525,0.089356303,0
87,FLORIDA,HOLLAND,0.059,WHITE,yes,dem,same,strong,0.5,0,0.5,Kennedy,-0.485,0.003,-0.0097137,0.004721573,0.002360786
87,FLORIDA,HOLLAND,0.059,GOLDBERG,yes,dem,same,strong,0.75,0,0.084999979,Kennedy,-0.485,0.003,-0.23992525,0.089356303,0.007595284
89,FLORIDA,HOLLAND,0.059,FORTAS1,yes,dem,same,strong,1,0,0,Johnson,-0.326,0.018,-0.47013679,0.27998576,0
90,FLORIDA,HOLLAND,0.059,MARSHAL,no,dem,same,strong,1,0,0.16500002,Johnson,-0.326,0.018,-0.47013679,0.27998576,0.046197657
90,FLORIDA,HOLLAND,0.059,FORTAS2,no,dem,same,weak,0.845000029,0,0.36500001,Johnson,-0.326,0.018,-0.32740566,0.14930934,0.054497909
91,FLORIDA,HOLLAND,0.059,BURGER,yes,rep,0,weak,0.115000002,0,0.040000021,Nixon,0.378,-0.62,0.3448121,0.081688553,0.003267544
91,FLORIDA,HOLLAND,0.059,HAYNSWORTH,yes,rep,0,weak,0.159999996,0,0.66499996,Nixon,0.378,-0.62,0.30337402,0.059718661,0.039712906
91,FLORIDA,HOLLAND,0.059,CARSWELL,yes,rep,0,weak,0.039999999,0,0.88999999,Nixon,0.378,-0.62,0.41387555,0.12593666,0.11208362
91,FLORIDA,HOLLAND,0.059,BLACKMUN,yes,rep,0,weak,0.115000002,0,0.029999971,Nixon,0.378,-0.62,0.3448121,0.081688553,0.002450654
90,SOUTH C,HOLLINGS,-0.153,MARSHAL,no,dem,same,strong,1,0,0.16500002,Johnson,-0.326,0.018,-0.47013679,0.10057575,0.016595
90,SOUTH C,HOLLINGS,-0.153,FORTAS2,no,dem,same,weak,0.845000029,0,0.36500001,Johnson,-0.326,0.018,-0.32740566,0.030417336,0.011102328
91,SOUTH C,HOLLINGS,-0.153,HAYNSWORTH,yes,rep,0,weak,0.159999996,0,0.66499996,Nixon,0.378,-0.62,0.30337402,0.20827724,0.13850436
91,SOUTH C,HOLLINGS,-0.153,CARSWELL,yes,rep,0,weak,0.039999999,0,0.88999999,Nixon,0.378,-0.62,0.41387555,0.32134789,0.28599963
91,SOUTH C,HOLLINGS,-0.153,BLACKMUN,yes,rep,0,weak,0.115000002,0,0.029999971,Nixon,0.378,-0.62,0.3448121,0.24781688,0.007434499
94,SOUTH C,HOLLINGS,-0.153,STEVENS,yes,rep,0,weak,0.25,0,0.040000021,Ford,0.372,-0.619,0.22049785,0.13950063,0.005580029
102,SOUTH C,HOLLINGS,-0.153,THOMAS,yes,rep,0,weak,0.150000006,1,0.58500004,BushI,0.492,-0.459,0.31258246,0.21676703,0.12680872
103,SOUTH C,HOLLINGS,-0.153,GINSBURG,yes,dem,same,strong,0.680000007,1,0,Clinton,-0.377,-0.101,-0.17546602,0.000504722,0
103,SOUTH C,HOLLINGS,-0.153,BREYER,yes,dem,same,strong,0.474999994,1,0.45499998,Clinton,-0.377,-0.101,0.013307461,0.02765817,0.012584466
97,SOUTH C,HOLLINGS E,-0.153,OCONNOR,yes,rep,0,strong,0.414999992,0,0,Reagan,0.538,-0.508,0.068558231,0.04908805,0
99,SOUTH C,HOLLINGS E,-0.153,REHNQUIST2,yes,rep,0,strong,0.045000002,0,0.60000002,Reagan,0.538,-0.508,0.40927133,0.31614906,0.18968944
99,SOUTH C,HOLLINGS E,-0.153,SCALIA,yes,rep,0,strong,0,0,0,Reagan,0.538,-0.508,0.4507094,0.36446503,0
100,SOUTH C,HOLLINGS E,-0.153,BORK,yes,rep,0,weak,0.094999999,1,0.20999998,Reagan,0.538,-0.508,0.36322901,0.2664924,0.055963397
100,SOUTH C,HOLLINGS E,-0.153,KENNEDY,yes,rep,0,weak,0.36500001,1,0.11000001,Reagan,0.538,-0.508,0.11460053,0.071610041,0.007877106
101,SOUTH C,HOLLINGS E,-0.153,SOUTER,yes,rep,0,weak,0.324999988,1,0.23500001,BushI,0.492,-0.459,0.15143439,0.092680298,0.021779871
92,SOUTH C,HOLLINGS E,-0.153,POWELL,yes,rep,0,weak,0.165000007,0,0,Nixon,0.378,-0.62,0.29876977,0.20409593,0
92,SOUTH C,HOLLINGS E,-0.153,REHNQUIST1,yes,rep,0,weak,0.045000002,0,0.11500001,Nixon,0.378,-0.62,0.40927133,0.31614906,0.036357146
76,OREGON,HOLMAN,0.242,FRANKFURTER,yes,dem,0,strong,0.665000021,0,0.034999967,Roosevelt,,,-0.16165334,0.16293602,0.005702755
76,OREGON,HOLMAN,0.242,DOUGLAS,yes,dem,0,strong,0.730000019,0,0.18000001,Roosevelt,,,-0.22150834,0.21483998,0.038671199
76,OREGON,HOLMAN,0.242,MURPHY,yes,dem,0,weak,1,0,0.35000002,Roosevelt,,,-0.47013679,0.50713879,0.17749859
77,OREGON,HOLMAN,0.242,STONE,yes,dem,0,strong,0.3,0,0,Roosevelt,,,0.17445554,0.004562254,0
77,OREGON,HOLMAN,0.242,BYRNES,yes,dem,0,strong,0.33,0,0.19999999,Roosevelt,,,0.14683016,0.009057299,0.00181146
77,OREGON,HOLMAN,0.242,JACKSON,yes,dem,0,strong,1,0,0.085000038,Roosevelt,,,-0.47013679,0.50713879,0.043106817
78,OREGON,HOLMAN,0.242,RUTLEDGE,yes,dem,0,strong,1,0,0,Roosevelt,,,-0.47013679,0.50713879,0
75,WEST VI,HOLT,0.24699999,BLACK,yes,dem,same,strong,0.875,0,0.84000003,Roosevelt,,,-0.35503101,0.36244133,0.30445072
75,WEST VI,HOLT,0.24699999,REED,yes,dem,same,strong,0.725000024,0,0.125,Roosevelt,,,-0.21690412,0.21520703,0.026900878
76,WEST VI,HOLT,0.24699999,FRANKFURTER,yes,dem,same,strong,0.665000021,0,0.034999967,Roosevelt,,,-0.16165334,0.16699755,0.005844909
76,WEST VI,HOLT,0.24699999,MURPHY,yes,dem,same,weak,1,0,0.35000002,Roosevelt,,,-0.47013679,0.51428515,0.17999981
84,NEBRASK,HRUSKA,0.45199999,HARLAN,yes,rep,same,weak,0.875,0,0.25,Eisenhower,0.176,-0.605,-0.35503101,0.65129906,0.16282476
85,NEBRASK,HRUSKA,0.45199999,BRENNAN,yes,rep,same,weak,1,0,0,Eisenhower,0.176,-0.605,-0.47013679,0.85033625,0
85,NEBRASK,HRUSKA,0.45199999,WHITTAKER,yes,rep,same,weak,0.5,0,0,Eisenhower,0.176,-0.605,-0.0097137,0.21317953,0
86,NEBRASK,HRUSKA,0.45199999,STEWART,yes,rep,same,weak,0.75,0,0,Eisenhower,0.176,-0.605,-0.23992525,0.47876054,0
87,NEBRASK,HRUSKA,0.45199999,WHITE,yes,dem,0,strong,0.5,0,0.5,Kennedy,-0.485,0.003,-0.0097137,0.21317953,0.10658976
87,NEBRASK,HRUSKA,0.45199999,GOLDBERG,yes,dem,0,strong,0.75,0,0.084999979,Kennedy,-0.485,0.003,-0.23992525,0.47876054,0.040694635
89,NEBRASK,HRUSKA,0.45199999,FORTAS1,yes,dem,0,strong,1,0,0,Johnson,-0.326,0.018,-0.47013679,0.85033625,0
90,NEBRASK,HRUSKA,0.45199999,MARSHAL,yes,dem,0,strong,1,0,0.16500002,Johnson,-0.326,0.018,-0.47013679,0.85033625,0.1403055
90,NEBRASK,HRUSKA,0.45199999,FORTAS2,no,dem,0,weak,0.845000029,0,0.36500001,Johnson,-0.326,0.018,-0.32740566,0.60747319,0.22172773
91,NEBRASK,HRUSKA,0.45199999,BURGER,yes,rep,same,weak,0.115000002,0,0.040000021,Nixon,0.378,-0.62,0.3448121,0.011489245,0.00045957
91,NEBRASK,HRUSKA,0.45199999,HAYNSWORTH,yes,rep,same,weak,0.159999996,0,0.66499996,Nixon,0.378,-0.62,0.30337402,0.022089679,0.014689635
91,NEBRASK,HRUSKA,0.45199999,CARSWELL,yes,rep,same,weak,0.039999999,0,0.88999999,Nixon,0.378,-0.62,0.41387555,0.001453473,0.001293591
91,NEBRASK,HRUSKA,0.45199999,BLACKMUN,yes,rep,same,weak,0.115000002,0,0.029999971,Nixon,0.378,-0.62,0.3448121,0.011489245,0.000344677
94,NEBRASK,HRUSKA,0.45199999,STEVENS,yes,rep,same,weak,0.25,0,0.040000021,Ford,0.372,-0.619,0.22049785,0.053593244,0.002143731
92,NEBRASK,HRUSKA R,0.45199999,POWELL,yes,rep,same,weak,0.165000007,0,0,Nixon,0.378,-0.62,0.29876977,0.023479501,0
92,NEBRASK,HRUSKA R,0.45199999,REHNQUIST1,yes,rep,same,weak,0.045000002,0,0.11500001,Nixon,0.378,-0.62,0.40927133,0.001825739,0.00020996
94,KENTUCK,HUDDLESTON,-0.242,STEVENS,yes,rep,0,weak,0.25,0,0.040000021,Ford,0.372,-0.619,0.22049785,0.21390426,0.008556175
97,KENTUCK,HUDDLESTON,-0.242,OCONNOR,yes,rep,0,strong,0.414999992,0,0,Reagan,0.538,-0.508,0.068558231,0.096446417,0
79,OHIO,HUFFMAN,-0.211,BURTON,yes,dem,same,strong,0.280000001,0,0.069999993,Truman,,,0.19287246,0.16311297,0.011417907
79,OHIO,HUFFMAN,-0.211,VINSON,yes,dem,same,strong,0.75,0,0.21500003,Truman,,,-0.23992525,0.00083667,0.000179884
75,DELAWAR,HUGHES,-0.412,BLACK,yes,dem,same,strong,0.875,0,0.84000003,Roosevelt,,,-0.35503101,0.003245466,0.002726191
75,DELAWAR,HUGHES,-0.412,REED,yes,dem,same,strong,0.725000024,0,0.125,Roosevelt,,,-0.21690412,0.038062405,0.004757801
76,DELAWAR,HUGHES,-0.412,FRANKFURTER,yes,dem,same,strong,0.665000021,0,0.034999967,Roosevelt,,,-0.16165334,0.06267345,0.002193569
76,DELAWAR,HUGHES,-0.412,DOUGLAS,yes,dem,same,strong,0.730000019,0,0.18000001,Roosevelt,,,-0.22150834,0.036287073,0.006531674
76,DELAWAR,HUGHES,-0.412,MURPHY,yes,dem,same,weak,1,0,0.35000002,Roosevelt,,,-0.47013679,0.003379887,0.00118296
77,DELAWAR,HUGHES,-0.412,STONE,yes,dem,same,strong,0.3,0,0,Roosevelt,,,0.17445554,0.3439301,0
77,DELAWAR,HUGHES,-0.412,BYRNES,yes,dem,same,strong,0.33,0,0.19999999,Roosevelt,,,0.14683016,0.31229115,0.062458225
77,DELAWAR,HUGHES,-0.412,JACKSON,yes,dem,same,strong,1,0,0.085000038,Roosevelt,,,-0.47013679,0.003379887,0.00028729
91,IOWA,HUGHES,-0.50999999,HAYNSWORTH,no,rep,0,weak,0.159999996,0,0.66499996,Nixon,0.378,-0.62,0.30337402,0.66157728,0.43994886
91,IOWA,HUGHES,-0.50999999,CARSWELL,no,rep,same,weak,0.039999999,0,0.88999999,Nixon,0.378,-0.62,0.41387555,0.85354602,0.75965595
91,IOWA,HUGHES,-0.50999999,BLACKMUN,yes,rep,0,weak,0.115000002,0,0.029999971,Nixon,0.378,-0.62,0.3448121,0.73070371,0.021921091
92,IOWA,HUGHES H,-0.50999999,POWELL,yes,rep,0,weak,0.165000007,0,0,Nixon,0.378,-0.62,0.29876977,0.65410852,0
92,IOWA,HUGHES H,-0.50999999,REHNQUIST1,no,rep,0,weak,0.045000002,0,0.11500001,Nixon,0.378,-0.62,0.40927133,0.84505975,0.097181879
81,MINNESO,HUMPHREY,-0.47099999,CLARK,yes,dem,same,strong,0.5,0,0.875,Truman,,,-0.0097137,0.21278504,0.18618691
81,MINNESO,HUMPHREY,-0.47099999,MINTON,yes,dem,same,strong,0.720000029,0,0.64499998,Truman,,,-0.21229988,0.066925742,0.043167103
83,MINNESO,HUMPHREY,-0.47099999,WARREN,yes,rep,0,strong,0.75,0,0.14499998,Eisenhower,0.176,-0.605,-0.23992525,0.053395532,0.007742351
84,MINNESO,HUMPHREY,-0.47099999,HARLAN,yes,rep,0,weak,0.875,0,0.25,Eisenhower,0.176,-0.605,-0.35503101,0.013448803,0.003362201
85,MINNESO,HUMPHREY,-0.47099999,BRENNAN,yes,rep,0,weak,1,0,0,Eisenhower,0.176,-0.605,-0.47013679,7.45E-07,0
85,MINNESO,HUMPHREY,-0.47099999,WHITTAKER,yes,rep,0,weak,0.5,0,0,Eisenhower,0.176,-0.605,-0.0097137,0.21278504,0
86,MINNESO,HUMPHREY,-0.47099999,STEWART,yes,rep,0,weak,0.75,0,0,Eisenhower,0.176,-0.605,-0.23992525,0.053395532,0
87,MINNESO,HUMPHREY,-0.47099999,WHITE,yes,dem,same,strong,0.5,0,0.5,Kennedy,-0.485,0.003,-0.0097137,0.21278504,0.10639252
87,MINNESO,HUMPHREY,-0.47099999,GOLDBERG,yes,dem,same,strong,0.75,0,0.084999979,Kennedy,-0.485,0.003,-0.23992525,0.053395532,0.004538619
94,MINNESO,HUMPHREY,-0.47099999,STEVENS,yes,rep,0,weak,0.25,0,0.040000021,Ford,0.372,-0.619,0.22049785,0.47816926,0.01912678
97,NEW HAM,HUMPHREY G,0.59600002,OCONNOR,yes,rep,same,strong,0.414999992,0,0,Reagan,0.538,-0.508,0.068558231,0.27819484,0
99,NEW HAM,HUMPHREY G,0.59600002,REHNQUIST2,yes,rep,same,strong,0.045000002,0,0.60000002,Reagan,0.538,-0.508,0.40927133,0.034867603,0.020920563
99,NEW HAM,HUMPHREY G,0.59600002,SCALIA,yes,rep,same,strong,0,0,0,Reagan,0.538,-0.508,0.4507094,0.021109363,0
100,NEW HAM,HUMPHREY G,0.59600002,BORK,yes,rep,same,weak,0.094999999,1,0.20999998,Reagan,0.538,-0.508,0.36322901,0.054182343,0.011378291
100,NEW HAM,HUMPHREY G,0.59600002,KENNEDY,yes,rep,same,weak,0.36500001,1,0.11000001,Reagan,0.538,-0.508,0.11460053,0.23174547,0.025492005
101,NEW HAM,HUMPHREY G,0.59600002,SOUTER,yes,rep,same,weak,0.324999988,1,0.23500001,BushI,0.492,-0.459,0.15143439,0.1976386,0.046445075
92,MINNESO,HUMPHREY H,-0.47099999,REHNQUIST1,no,rep,0,weak,0.045000002,0,0.11500001,Nixon,0.378,-0.62,0.40927133,0.77487761,0.089110933
81,WYOMING,HUNT,-0.125,CLARK,yes,dem,same,strong,0.5,0,0.875,Truman,,,-0.0097137,0.013290931,0.011629565
81,WYOMING,HUNT,-0.125,MINTON,yes,dem,same,strong,0.720000029,0,0.64499998,Truman,,,-0.21229988,0.00762127,0.004915719
83,WYOMING,HUNT,-0.125,WARREN,yes,rep,0,strong,0.75,0,0.14499998,Eisenhower,0.176,-0.605,-0.23992525,0.013207813,0.001915133
111,TEXAS,HUTCHISON,,SOTOMAYOR,no,dem,0,strong,0.78,1,0.19,Obama,-0.294,-0.313,,,
111,TEXAS,HUTCHISON,,KAGAN,no,dem,0,strong,0.73,1,0.27,Obama,-0.294,-0.313,,,
103,TEXAS,HUTCHISON,0.333,GINSBURG,yes,dem,0,strong,0.680000007,1,0,Clinton,-0.377,-0.101,-0.17546602,0.25853768,0
103,TEXAS,HUTCHISON,0.333,BREYER,yes,dem,0,strong,0.474999994,1,0.45499998,Clinton,-0.377,-0.101,0.013307461,0.10220332,0.046502512
109,TEXAS,HUTCHISON,0.32600001,ROBERTS,yes,rep,same,strong,0.119999997,1,0.029999999,BushII,0.486,-0.291,0.34020784,0.000201863,6.06E-06
109,TEXAS,HUTCHISON,,ALITO,yes,rep,same,strong,0.1,1,0.19,BushII,0.486,-0.291,,,
115,MISSISS,HYDE-SMITH,,KAVANAUGH,yes,rep,same,strong,,1,,Trump,,,,,
109,OKLAHOM,INHOFE,0.51200002,ROBERTS,yes,rep,same,strong,0.119999997,1,0.029999999,BushII,0.486,-0.291,0.34020784,0.029512553,0.000885377
109,OKLAHOM,INHOFE,,ALITO,yes,rep,same,strong,0.1,1,0.19,BushII,0.486,-0.291,,,
111,OKLAHOM,INHOFE,,SOTOMAYOR,no,dem,0,strong,0.78,1,0.19,Obama,-0.294,-0.313,,,
111,OKLAHOM,INHOFE,,KAGAN,no,dem,0,strong,0.73,1,0.27,Obama,-0.294,-0.313,,,
115,OKLAHOM,INHOFE,,GORSUCH,yes,rep,same,strong,0.11,1,0.07,Trump,,,,,
115,OKLAHOM,INHOFE,,KAVANAUGH,yes,rep,same,strong,,1,,Trump,,,,,
89,HAWAII,INOUYE,-0.31400001,FORTAS1,yes,dem,same,strong,1,0,0,Johnson,-0.326,0.018,-0.47013679,0.024378695,0
90,HAWAII,INOUYE,-0.31400001,MARSHAL,yes,dem,same,strong,1,0,0.16500002,Johnson,-0.326,0.018,-0.47013679,0.024378695,0.004022485
90,HAWAII,INOUYE,-0.31400001,FORTAS2,yes,dem,same,weak,0.845000029,0,0.36500001,Johnson,-0.326,0.018,-0.32740566,0.000179711,6.56E-05
91,HAWAII,INOUYE,-0.31400001,HAYNSWORTH,no,rep,0,weak,0.159999996,0,0.66499996,Nixon,0.378,-0.62,0.30337402,0.38115069,0.25346521
91,HAWAII,INOUYE,-0.31400001,CARSWELL,no,rep,0,weak,0.039999999,0,0.88999999,Nixon,0.378,-0.62,0.41387555,0.52980286,0.47152454
91,HAWAII,INOUYE,-0.31400001,BLACKMUN,yes,rep,0,weak,0.115000002,0,0.029999971,Nixon,0.378,-0.62,0.3448121,0.43403339,0.013020989
94,HAWAII,INOUYE,-0.31400001,STEVENS,yes,rep,0,weak,0.25,0,0.040000021,Ford,0.372,-0.619,0.22049785,0.28568795,0.011427524
102,HAWAII,INOUYE,-0.31400001,THOMAS,no,rep,0,weak,0.150000006,1,0.58500004,BushI,0.492,-0.459,0.31258246,0.3926056,0.22967429
103,HAWAII,INOUYE,-0.31400001,GINSBURG,yes,dem,same,strong,0.680000007,1,0,Clinton,-0.377,-0.101,-0.17546602,0.019191667,0
103,HAWAII,INOUYE,-0.31400001,BREYER,yes,dem,same,strong,0.474999994,1,0.45499998,Clinton,-0.377,-0.101,0.013307461,0.10713018,0.048744228
109,HAWAII,INOUYE,-0.32100001,ROBERTS,no,rep,0,strong,0.119999997,1,0.029999999,BushII,0.486,-0.291,0.34020784,0.43719584,0.013115874
109,HAWAII,INOUYE,,ALITO,no,rep,0,strong,0.1,1,0.19,BushII,0.486,-0.291,,,
111,HAWAII,INOUYE,,SOTOMAYOR,yes,dem,same,strong,0.78,1,0.19,Obama,-0.294,-0.313,,,
111,HAWAII,INOUYE,,KAGAN,yes,dem,same,strong,0.73,1,0.27,Obama,-0.294,-0.313,,,
97,HAWAII,INOUYE D,-0.31400001,OCONNOR,yes,rep,0,strong,0.414999992,0,0,Reagan,0.538,-0.508,0.068558231,0.1463508,0
99,HAWAII,INOUYE D,-0.31400001,REHNQUIST2,no,rep,0,strong,0.045000002,0,0.60000002,Reagan,0.538,-0.508,0.40927133,0.52312142,0.31387287
99,HAWAII,INOUYE D,-0.31400001,SCALIA,yes,rep,0,strong,0,0,0,Reagan,0.538,-0.508,0.4507094,0.58478051,0
100,HAWAII,INOUYE D,-0.31400001,BORK,no,rep,0,weak,0.094999999,1,0.20999998,Reagan,0.538,-0.508,0.36322901,0.45863914,0.096314214
100,HAWAII,INOUYE D,-0.31400001,KENNEDY,yes,rep,0,weak,0.36500001,1,0.11000001,Reagan,0.538,-0.508,0.11460053,0.18369843,0.02020683
101,HAWAII,INOUYE DAN,-0.31400001,SOUTER,yes,rep,0,weak,0.324999988,1,0.23500001,BushI,0.492,-0.459,0.15143439,0.21662918,0.050907861
92,HAWAII,INOUYE D,-0.31400001,REHNQUIST1,no,rep,0,weak,0.045000002,0,0.11500001,Nixon,0.378,-0.62,0.40927133,0.52312142,0.060158968
